,# src,RA(deg),err_RA(deg), Dec(deg), err_Dec(deg), Flux(Jy), err_Flux(Jy)
1239,1239,36.5803273601,0.0011785046008,-30.6212762119,0.0015209404487,0.73593904942,0.0302954556067
1240,1240,11.1567360746,0.0051264288718,-16.3156257053,0.005879752652,0.37133507928,0.0411033469793
1241,1241,36.3663764422,0.0005949570776,-24.2756414946,0.0007168504304,1.33900357883,0.0227639765712
1242,1242,17.808388316,0.0057009675029,-13.8897764694,0.0070550131229,0.246585951413,0.0364091199547
1243,1243,22.697558777,0.0040416431186,-21.6963216195,0.005154846881,0.145205060917,0.0180542448372
1244,1244,18.2134122594,0.0054645672668,-25.5104650149,0.0089124121003,0.15493033646,0.0228484937266
1245,1245,25.4551994226,0.0004536607705,-34.7161724906,0.0006805814811,1.75866877662,0.0291486642134
1246,1246,33.1053491388,0.0028312250067,-20.3388706811,0.0031153572841,0.162115235529,0.020230393829
1247,1247,33.6961327864,0.000537604609,-20.359068217,0.0006884440359,1.40153408695,0.0225879146699
1248,1248,21.3841238323,0.0008278348432,-26.3372484428,0.0010999808489,0.744180819662,0.0173538241249
1249,1249,27.4202245721,0.0012474877317,-19.889664355,0.0016363500182,0.488737764047,0.0184818807924
1250,1250,8.77727233908,0.0026156756296,-32.0577864259,0.005373606633,0.534386410581,0.0486562434496
1251,1251,27.9766926248,0.0060392462459,-39.4010380637,0.0111095717149,0.291297822047,0.0563252135826
1252,1252,31.4777544129,0.0026730898169,-18.5077862869,0.0037377565001,0.251941677265,0.0215484771758
1253,1253,15.5622868746,0.0018537688795,-10.9335920292,0.0022885209056,0.967414536703,0.0495526648363
1254,1254,14.7981344888,0.0045593387943,-15.3736792828,0.0087988317797,0.227695946281,0.0358740847036
1255,1255,33.2018274255,0.0047144033783,-8.71206416115,0.0046489414097,0.62442021619,0.0726653177614
1256,1256,33.373868568,0.0032235184894,-16.5472647417,0.0042962623461,0.293067758264,0.0248887746374
1257,1257,15.4728480423,0.0052442202054,-16.422696028,0.0086113100113,0.203937714353,0.029791434609
1258,1258,17.1157210959,0.0038055860531,-35.0017716755,0.0085987247952,0.186706716199,0.036254566049
1259,1259,34.7308033533,0.0080236560362,-22.0656310662,0.0077469377478,0.100821727244,0.0219381314252
1260,1260,24.7465235284,0.0047124937038,-6.24395768931,0.0067819631995,0.523528958687,0.0827773769105
1261,1261,21.84216941,0.0028561390049,-37.5894339989,0.0065165653125,0.393411447891,0.0484371987524
1262,1262,25.7164876202,0.0080930759763,-18.2485442431,0.0071231530391,0.159729681639,0.0205726874142
1263,1263,5.58838563393,0.0032778320859,-25.8611326815,0.0044853080235,0.430804024097,0.0480190268764
1264,1264,13.9525292418,0.0050948639088,-22.5034165082,0.0051225902003,0.287348015666,0.0222460599493
1265,1265,36.012693738,0.0031360152254,-22.1412679367,0.0038919724867,0.299732074561,0.0232918262994
1266,1266,18.45896179,0.0040876564575,-22.6989861481,0.0080116414005,0.130604070622,0.0194794327783
1267,1267,22.9993450456,0.0030639128656,-19.0522402465,0.0029866810323,0.324063785049,0.0182979105972
1268,1268,18.1810584217,0.006388320442,-18.5993162817,0.007679427245,0.174509237321,0.0212203468627
1269,1269,26.8292026034,0.0035050274793,-22.0408821319,0.004495745226,0.181449246843,0.0172737329108
1270,1270,20.4551095151,0.0069149171592,-27.5627400864,0.0098356182397,0.125248469413,0.0192942441392
1271,1271,27.9869437471,0.0142431309499,-30.5689847234,0.028307363347,0.126303248542,0.0174971057766
1272,1272,23.0408903529,0.0027150487531,-16.4880129819,0.0045825293984,0.248550746921,0.0224965909631
1273,1273,22.9717142818,0.0078663738394,-35.6640553816,0.0099435810344,0.191444543938,0.0343676739535
1274,1274,8.29960267156,0.0022170822456,-18.4152282206,0.0029743194206,0.775983654124,0.0424482081128
1275,1275,44.2248266528,0.0057037533355,-21.7802217517,0.005816904079,0.494940616011,0.0643922521147
1276,1276,37.437386731,0.0115577083079,-21.5736049135,0.01084844149,0.14063094371,0.0285153017762
1277,1277,21.0768157423,0.0012478204962,-25.7578240589,0.0020670647466,0.399335549421,0.0189348830399
1278,1278,24.5810091567,0.0058927464369,-17.6901235622,0.0073405919485,0.149135835668,0.0196497286942
1279,1279,29.0858286195,0.0049255551725,-13.5305489604,0.0067238275767,0.214689566644,0.0275808687178
1280,1280,23.5408856617,0.0034147782983,-25.6572709976,0.0043490831202,0.186323513297,0.0164187482766
1281,1281,21.1187968746,0.0024857150523,-31.9775900362,0.0047210920889,0.25521956951,0.022104028625
1282,1282,25.1491543093,0.0012358643884,-31.8293190412,0.0016594899981,0.575209189399,0.0205292430759
1283,1283,36.2925514768,0.0001090336132,-23.1940611086,0.0001354127091,8.09602354109,0.0273807948182
1284,1284,35.4251293752,0.0046091600683,-11.8883512744,0.0069687609576,0.326928861801,0.048056322422
1285,1285,19.2572414527,0.0009181843132,-38.0228212089,0.001801002778,1.21901680924,0.0506371758922
1286,1286,17.72351918,0.0008877255929,-36.2086544827,0.0018547828098,1.03431887414,0.0421165253762
1287,1287,36.4564512417,0.0058008202949,-22.9884407032,0.0083362970917,0.112970912174,0.0231242985544
1288,1288,24.0527517648,0.0003571476706,-32.5848426348,0.0005718678614,1.82847453288,0.024738580907
1289,1289,23.2352211879,0.0005841354961,-27.3011644912,0.0008557943108,0.955420355409,0.0169490425243
1290,1290,30.726234979,0.0018681544134,-31.8391634826,0.0029038802276,0.359081045438,0.0244128914248
1291,1291,26.8515763335,0.0020568204331,-18.8299558441,0.0040370951939,0.256038839081,0.0181501426674
1292,1292,26.4580432561,0.004090571075,-32.9117832252,0.0047746730293,0.23030201263,0.0263392225473
1293,1293,18.4189277432,0.0043700350094,-23.427687347,0.0066185514548,0.188837807442,0.0198772744834
1294,1294,39.4564586934,0.0067539080185,-29.8237878024,0.0088780597114,0.203837970088,0.037142296459
1295,1295,40.1152319076,0.0013603531179,-24.6070071252,0.0016325478076,0.856696517366,0.0322754111845
1296,1296,31.6757423005,0.0026088453962,-31.9616750045,0.0045671054433,0.273652671135,0.0239981464196
1297,1297,33.6169960834,0.0028116658569,-14.481641535,0.0034064446973,0.438532072424,0.0308874688536
1298,1298,35.9482708158,0.0055601275581,-27.2233707793,0.0043767545552,0.211249972046,0.0225259014782
1299,1299,11.803106579,0.0067044407271,-17.0849399592,0.0099395188271,0.254726255857,0.0413222018845
1300,1300,32.4716672624,0.0029093543153,-11.321148263,0.0038139845735,0.476329466719,0.0438102423371
1301,1301,44.2092292724,0.0023413375021,-22.3539133868,0.0029842327361,0.919743298619,0.061556467755
1302,1302,37.4465350686,0.0015468037508,-34.1971642635,0.0019085232401,0.913716029741,0.0389890150356
1303,1303,19.4211493394,0.0024099713035,-21.1709832663,0.0040689442015,0.313209085771,0.0243056120058
1304,1304,14.4246228892,0.0095089318536,-29.7188100895,0.0082966242072,0.178713258664,0.0273421806539
1305,1305,22.7804841069,0.00520530295,-16.6666584461,0.0060916029385,0.176990435456,0.0194490487995
1306,1306,30.8247917034,0.0008801792129,-14.0220471399,0.0011117500029,1.1419012991,0.030148094693
1307,1307,35.4503339814,0.0042744353948,-35.3138120938,0.0064367741562,0.288231027755,0.038928257208
1308,1308,10.598877039,0.0022517570251,-21.9448494001,0.002864602263,0.567812172166,0.0352754596614
1309,1309,34.4648093598,0.0032394509541,-27.3024844469,0.0054058316355,0.170147356276,0.0200064450336
1310,1310,13.0793126667,0.0064686443366,-30.9600319452,0.0082585732944,0.242633764469,0.0333431376336
1311,1311,29.3867334216,0.002124375354,-31.7724482952,0.0033251685125,0.302222814182,0.022930753414
1312,1312,41.2709337833,0.0065972062478,-30.7501122713,0.0070561218847,0.34947589997,0.0516229996345
1313,1313,28.38041115,0.0045636902276,-34.6724085991,0.0083045031006,0.146422125403,0.0271869988531
1314,1314,21.3974303099,0.0018531648721,-31.2614574734,0.0031012182049,0.333382229677,0.0217720330364
1315,1315,30.870818281,0.0046534009577,-21.6922394452,0.005511937077,0.176866252056,0.0181540937073
1316,1316,33.2860082113,0.0046992754493,-30.1242402164,0.0053037390658,0.18081396429,0.0233255156274
1317,1317,17.0432025673,0.0097728469913,-23.5304015622,0.0127483629091,0.111629800234,0.0204154006752
1318,1318,32.5452633195,0.0017735120835,-26.3467072439,0.0020462074954,0.376492173521,0.0180665867422
1319,1319,12.780257086,0.0014027080198,-28.5497946374,0.0224696238931,0.162712024546,0.0823692660161
1320,1320,25.4586994307,0.0047631099035,-35.8901587008,0.0061481564717,0.249117492887,0.0354239894002
1321,1321,42.3096577313,0.0047562026548,-21.0438951902,0.0049972736237,0.479363484218,0.0520008222791
1322,1322,25.3824101998,0.0027422713325,-26.5512550236,0.0042793902357,0.19391045024,0.0176741828928
1323,1323,19.6161910581,0.0008690436477,-20.2422262645,0.0011730279455,0.828935361656,0.0220873623179
1324,1324,30.8424794081,0.0049168800621,-11.3224425221,0.0061532364882,0.275530867627,0.0438621242245
1325,1325,6.43937005936,0.0022386594491,-27.2528755785,0.0043960516449,0.588578445378,0.0433870913262
1326,1326,19.7771570747,0.0009726300035,-17.658122542,0.0011530179911,0.958250846088,0.0218676350548
1327,1327,29.9288803142,0.0060304393734,-27.2513810586,0.0078217020519,0.110610816495,0.0192847528712
1328,1328,37.8102285216,0.0012386814546,-27.3167043127,0.0016681682337,0.747812888781,0.0277971611854
1329,1329,29.537599285,0.0051307104535,-11.9549793589,0.0073631160136,0.320776773528,0.0330346404316
1330,1330,18.0181745578,0.0021491943156,-20.1429709165,0.0027047734356,0.402949392273,0.021561291545
1331,1331,22.3283568213,0.0007637433616,-30.2896309918,0.0010691325389,0.475969282843,0.0215148004712
1332,1332,26.6988650905,0.0010682774001,-25.176810455,0.0013092432252,0.523846069256,0.0170282951708
1333,1333,16.1935067592,0.0034428118095,-25.6530087077,0.0042954441255,0.200713871307,0.0238171524188
1334,1334,27.3438845648,0.0046380414739,-39.6150915054,0.0100530342293,0.298040517953,0.0522851967566
1335,1335,28.6827184024,0.0094582406826,-27.5250732273,0.0104263764975,0.11131081109,0.0175766408789
1336,1336,27.4852541666,0.0027865542213,-21.95928951,0.0046133721437,0.173581650457,0.0183271906841
1337,1337,29.1431163367,0.0085193715289,-22.0850265795,0.0076566620796,0.109880128085,0.0192220608631
1338,1338,34.4787062247,0.006347403094,-20.5879598574,0.0144345221484,0.122716384057,0.0227879086367
1339,1339,31.2342804163,0.001648327788,-24.1032955728,0.003696160069,0.143065032363,0.0219040268307
1340,1340,39.3294263221,0.00245115013,-14.9059754749,0.0031232168401,0.673295966188,0.0447880831953
1341,1341,31.7253058566,0.0016277637128,-35.8378046115,0.002722001428,0.545067536144,0.034748352797
1342,1342,28.8677819901,0.0021956730605,-29.1496183508,0.0038590220659,0.254279188451,0.0178656216358
1343,1343,32.6864276056,0.0044905180182,-19.5356498636,0.0068842699648,0.130312552969,0.0223552172201
1344,1344,26.0783840622,0.0013443679306,-27.2811711471,0.0020017506065,0.390511548915,0.0170153716222
1345,1345,24.4688086344,0.0106986580282,-12.2312141441,0.0097581130792,0.19706386262,0.0349628103267
1346,1346,28.4015549467,0.0005578036087,-31.172318738,0.000845111432,1.21962969618,0.0223070775072
1347,1347,44.0823422065,0.0002094115115,-23.4577447799,0.0002589450933,11.459197331,0.0695584437511
1348,1348,12.1736624806,0.0044772420105,-19.4508224951,0.0059170682017,0.280742474622,0.0314231161085
1349,1349,17.5616006313,0.0032344671312,-14.8754778909,0.0041992644929,0.394239448077,0.0306728655232
1350,1350,34.5440536674,0.0071595493604,-22.716803255,0.011633433468,0.0976422275656,0.0225498458989
1351,1351,32.0886299387,0.0027715230036,-17.521986156,0.00315481137,0.348863936989,0.0226371431761
1352,1352,40.0027356325,0.0015902446073,-16.3465952961,0.0019102125437,0.958820031398,0.0406596587035
1353,1353,30.7018753819,0.0041769062058,-26.8137098767,0.0057362263917,0.140329687872,0.0171563864406
1354,1354,38.4439415282,0.0023335761743,-13.8835537513,0.0032076973345,0.613766587064,0.0441132335551
1355,1355,40.3674116765,0.0028036355783,-14.3513143361,0.0035614821754,0.757652181182,0.053430053811
1356,1356,18.9417311317,0.0104173795023,-5.77902811611,0.0093394371745,0.476230984935,0.0912239573444
1357,1357,10.8248914919,0.0045870412984,-16.1028003515,0.004830129678,0.455689280753,0.0425484438141
1358,1358,36.6351438255,0.0039623971783,-18.6634864452,0.0043028110196,0.243217632969,0.0289308273799
1359,1359,12.4490400946,0.0079133583135,-27.9459014158,0.0086203706569,0.161942759701,0.0319551125542
1360,1360,16.9434554796,0.0021618126446,-23.6891168795,0.0044620376756,0.296909977477,0.020123890225
1361,1361,21.8692231841,0.0046944290167,-28.8960315405,0.0071263817498,0.105295255237,0.0172945746506
1362,1362,32.1728787213,0.0075489346761,-12.0286209242,0.0118025311942,0.292221234662,0.0420679175344
1363,1363,40.5034835344,0.0014908157109,-27.8366641465,0.0020069708236,0.769996231966,0.0398238603529
1364,1364,31.041391937,0.0072765769718,-16.3496917838,0.0063833060048,0.120320617088,0.0279690365535
1365,1365,34.828909752,0.005994681045,-26.5003447395,0.0062487305139,0.196619623431,0.0178090812189
1366,1366,24.33160173,0.0036266055099,-25.59306209,0.0061287624517,0.146060042681,0.0181448576056
1367,1367,41.7350525075,0.004292215174,-27.5202211616,0.0143362230496,0.232120994526,0.0435273945974
1368,1368,37.1745907589,0.0023233213407,-28.0621787138,0.0028523520952,0.410962870765,0.0259739133037
1369,1369,15.6005104118,0.0100248911499,-7.20483440515,0.0102927056623,0.506546625979,0.0784372947882
1370,1370,28.7628049771,0.0048516268122,-18.6894068472,0.0059430871075,0.157474810077,0.0193934699488
1371,1371,30.1277446371,0.0049908267505,-21.5312065928,0.0106960275716,0.101612268386,0.0193811132265
1372,1372,35.2139208948,0.0014903915658,-22.8586857946,0.0022104767999,0.388930293548,0.0209794147424
1373,1373,31.1226572335,0.0031732257508,-22.8377762457,0.0042157053437,0.218913718828,0.0188116164295
1374,1374,17.4996007703,0.005743560765,-34.2159296188,0.0080937114512,0.258082395034,0.0319116167429
1375,1375,24.6901085338,0.0031338613848,-30.0274533708,0.0053364737275,0.193394755768,0.0221665840505
1376,1376,19.045511011,0.0010804468303,-26.317303298,0.0015262199608,0.569838306558,0.020285259821
1377,1377,26.9406816059,0.0033269673876,-21.1742596341,0.0044639407014,0.201809931732,0.0171615470977
1378,1378,34.3884282244,0.0048865938641,-17.4132631306,0.0072038952765,0.161067597439,0.0263348215092
1379,1379,23.1623383112,0.0008916611835,-18.7624822284,0.0011103384506,0.858819025228,0.0208236938374
1380,1380,36.2805086017,0.0062358556661,-23.5380736785,0.0088112483437,0.171062250458,0.0246485435085
1381,1381,36.3155107881,0.000234480066,-22.2596551675,0.0002954775375,3.38800059677,0.0239626214839
1382,1382,18.0163263067,0.0052654950422,-13.303642346,0.0063952544869,0.269684961047,0.0369821611913
1383,1383,25.4801424992,0.0011826812706,-25.7612615342,0.0018470412467,0.3960221471,0.0165826939951
1384,1384,23.63331019,0.002377200574,-34.9206921639,0.0034967479125,0.380736060923,0.0286905803874
1385,1385,34.4791765092,0.0033769911825,-27.3899369935,0.0076481710606,0.170738488849,0.0214235412569
1386,1386,15.7230388372,0.0075293049026,-22.7835340214,0.0126405679333,0.105648945516,0.0221023950613
1387,1387,21.2537470334,0.0050058823636,-28.6698056256,0.0073183467259,0.122964366109,0.0203970113548
1388,1388,31.2356433011,0.0029447015508,-17.3375258963,0.004662203132,0.224903757139,0.0217318221965
1389,1389,19.3626925333,0.0025392612759,-15.2004685413,0.0026689504049,0.536889919396,0.030054800081
1390,1390,23.9684351354,0.0053292736853,-21.3651962502,0.0127162210349,0.0953175295247,0.0162983072891
1391,1391,35.098689206,0.002600173204,-25.4245504569,0.0039164766945,0.303584584675,0.0234700175939
1392,1392,19.4204700724,0.0028408610892,-10.1090252399,0.0034151790185,0.603786218628,0.0467232600709
1393,1393,14.8992656222,0.0054150450696,-18.9141533544,0.0145178138856,0.163124072757,0.0269289450214
1394,1394,28.6121483227,0.0073707012256,-22.5575866792,0.0113985417793,0.0992023627708,0.0170248638656
1395,1395,18.7037625072,0.010668487432,-25.7158071651,0.0114505006641,0.132707071888,0.0225539370995
1396,1396,22.9831926354,0.0012133638756,-12.8242775128,0.0016429834372,0.889233513361,0.029671172614
1397,1397,37.7326210633,0.0008488504082,-26.872717609,0.0010591379643,1.04745791555,0.0275937452208
1398,1398,28.2766884861,0.0007249251725,-24.5322358488,0.0009989028219,0.763732115076,0.0195767468059
1399,1399,19.2188011111,0.0045328062179,-29.4614059821,0.0086400518669,0.118289044792,0.0236323440409
1400,1400,17.1318444033,0.0001003976159,-16.0428552926,0.0001159825341,14.3052526926,0.0388618392587
1401,1401,22.1577062454,0.0053882218886,-17.1657057195,0.0087726422075,0.165723144645,0.0241092474242
1402,1402,31.8675321269,0.003976648222,-17.5333473466,0.0045655118032,0.197559891989,0.0242651635124
1403,1403,18.7280359089,0.0030239674634,-18.1893831384,0.0052256383507,0.244493039357,0.0230444483693
1404,1404,38.6828849701,0.0039979866248,-26.3161866577,0.0042536459271,0.237023087965,0.0286902429681
1405,1405,23.8219606157,0.0070979561074,-6.68776639019,0.0141795750805,0.491863477561,0.0726537958053
1406,1406,29.1135074578,0.0052672442431,-21.6427811829,0.0061512505073,0.123468531692,0.0185757673007
1407,1407,29.2747974317,0.0049152007233,-25.8155710537,0.0088668242621,0.121588262258,0.0183854836992
1408,1408,39.5754434871,0.0075997128368,-22.8214849679,0.0060489760493,0.213925653071,0.0286052283457
1409,1409,23.7912018793,0.0033850667496,-20.2131169259,0.0035381803179,0.218459030578,0.0178717533361
1410,1410,20.8429661099,0.0038607631869,-21.8445470023,0.0066291899448,0.140736074757,0.0194799389288
1411,1411,16.7841269533,0.0041929159718,-13.8442373668,0.0055893064911,0.309231588027,0.0370106588172
1412,1412,13.6214315197,0.0034400373414,-17.8259165967,0.0043294879012,0.320236170434,0.0301898263534
1413,1413,34.5865227882,0.0040762025108,-22.1481012266,0.0048109525454,0.18387852961,0.0194350947796
1414,1414,32.5113280344,0.010434389683,-23.5501741511,0.010702689165,0.0932061023013,0.0194835745449
1415,1415,27.0916975376,0.0029467871596,-9.46253366967,0.0039552429456,0.472932967283,0.0458465920544
1416,1416,11.7502298943,0.0015093327108,-22.6877503074,0.0018657796308,0.710798420152,0.0297911439074
1417,1417,16.9213284543,0.0049713810295,-16.1151579807,0.0052757335862,0.241301592206,0.0393270853762
1418,1418,23.9644471614,0.0020272799872,-23.6793875269,0.0028308971828,0.266244527643,0.0161633016741
1419,1419,16.8737463854,0.0027518308407,-19.0198271949,0.0039397035536,0.309303831733,0.0259567482718
1420,1420,42.0988005552,0.0070828094254,-25.8432153665,0.0080960545543,0.201206562737,0.0373609460773
1421,1421,28.1835401704,0.0006935920276,-32.4628852515,0.0009503386262,1.10045192907,0.0239636573202
1422,1422,16.3449219739,0.0030884631591,-25.2560218556,0.0039862572081,0.245260695772,0.0230028978821
1423,1423,29.5619909638,0.0017013802273,-10.4603761375,0.0019594121612,1.10950452387,0.0450365589397
1424,1424,36.3583784135,0.0026934291749,-24.5104868615,0.0026280938151,0.343271358781,0.0194157598929
1425,1425,12.1903574066,0.0007851967652,-29.7703541576,0.0012999591903,1.13105297844,0.0319637212047
1426,1426,33.5703120158,0.0031759188134,-22.9374866921,0.0039757999575,0.184492746935,0.0188414019847
1427,1427,22.5786552195,0.0056346734638,-21.2575560446,0.0081726710982,0.151232782961,0.0155340201996
1428,1428,37.8166697864,0.0033494191148,-29.0921871618,0.0040890037166,0.342607348027,0.0280841425405
1429,1429,9.80185906032,0.0042844545263,-28.7659271916,0.0124750643113,0.217151393486,0.0365587501138
1430,1430,32.0426901444,0.005452977153,-34.4546404355,0.0093026032659,0.168069944663,0.0294954833439
1431,1431,36.8660387862,0.0078805687711,-26.8506596639,0.007877233951,0.153834406764,0.0242115222966
1432,1432,23.2357293275,0.0079777501433,-13.0153281612,0.0092881225343,0.186121275424,0.0334206570439
1433,1433,19.4121870127,0.000715117577,-33.9289360159,0.0011730608504,1.13097030663,0.0292690047059
1434,1434,38.5608026062,0.0011636230397,-23.16407674,0.001552785524,0.776045451219,0.0284185623474
1435,1435,30.7991167534,0.0038325720167,-28.5826169872,0.0090337465427,0.118661306391,0.0197967389749
1436,1436,24.2993734276,0.0025622024857,-29.997098947,0.0055154883696,0.170015088367,0.0209734551186
1437,1437,23.707242608,0.0058196325511,-22.5959974376,0.0090373278353,0.0847269272818,0.0160642136761
1438,1438,22.2244650173,0.005723762662,-13.6758141263,0.0085816519993,0.151465950146,0.030207585969
1439,1439,25.8416623767,0.0030856169319,-10.0162653001,0.003633081025,0.558849451995,0.0442259994616
1440,1440,25.6886936341,0.0058517278212,-19.8733071224,0.009344467747,0.145190546643,0.0203150984736
1441,1441,15.6764863374,0.0001763210445,-27.5274600429,0.0002543591925,4.19409959058,0.0245414470561
1442,1442,35.6147238296,0.0068601778225,-24.1411949345,0.0070439350182,0.115804915414,0.023183621869
1443,1443,28.0209232927,0.0052162755326,-21.5463906619,0.0056863082078,0.113257094832,0.0155526648573
1444,1444,29.5266587845,0.0002359298778,-10.6626949357,0.0002894763713,6.59681845375,0.0407244894714
1445,1445,21.5584579041,0.0003457933649,-22.3398762329,0.0004707740103,1.83454962928,0.019362275127
1446,1446,27.5403239077,0.0062449055152,-22.3798519431,0.0055725570352,0.119512371797,0.0177194864223
1447,1447,40.7678712008,0.001787942971,-31.1640583301,0.0023790178323,0.829756370841,0.0455687596982
1448,1448,14.5945938552,0.0097500479355,-29.6983237452,0.0091224600633,0.128242185532,0.0319471790009
1449,1449,15.9643814757,0.0083260304343,-19.0469404589,0.01116784243,0.213188118968,0.0295048708415
1450,1450,26.6728797961,0.0039719962512,-25.7780353665,0.0062456339638,0.1490939062,0.0180853840332
1451,1451,28.4952383186,0.0055215924137,-39.8886673244,0.0112068305033,0.3394733988,0.0589858300704
1452,1452,32.1956208006,0.00372758632,-10.6690931338,0.0053996370083,0.436400297665,0.0466963623038
1453,1453,30.4801885621,0.0041557784485,-25.6603597379,0.010581891016,0.125724620028,0.0206110105448
1454,1454,29.3790346307,0.0051845072955,-16.1242640261,0.007053186052,0.155174659001,0.0240224240515
1455,1455,40.958550131,0.0020243212119,-18.7234635564,0.0024636886404,0.758353297556,0.0394665408418
1456,1456,23.2352706747,0.0043403174945,-22.9079266932,0.0064802384054,0.134983552175,0.0181761857625
1457,1457,10.3359300389,0.001899578486,-28.9142213978,0.0034708628322,0.479689228554,0.0316261186174
1458,1458,11.5709906835,0.0071262341397,-34.1805723816,0.011573484043,0.173177980685,0.0500215512875
1459,1459,12.2928369947,0.0010001740288,-16.4902733694,0.0012620209945,1.36951374168,0.0357113617127
1460,1460,16.6943470713,0.0046421276924,-30.034144609,0.0054654465456,0.200277543212,0.0282976949907
1461,1461,35.5777829704,0.0051042064628,-22.0896118099,0.0084006824693,0.136499738366,0.0223024851448
1462,1462,26.3143218625,0.0051820180226,-9.70153496583,0.0057203210206,0.338285169085,0.0434649403414
1463,1463,28.0818131539,0.0001787994856,-27.34344104,0.0002538655734,3.0050827345,0.0180239300363
1464,1464,22.4224917902,0.0021047042746,-27.242830292,0.0030882400163,0.284368351136,0.0188295792211
1465,1465,8.76186468843,0.0072351976874,-20.9585037266,0.0081801458985,0.310805376552,0.0426204351265
1466,1466,18.5573724707,0.0043287081349,-21.7076227998,0.0051256539955,0.197587863559,0.0221967895186
1467,1467,23.2362602216,0.0006980462364,-28.6521587433,0.0009770198785,0.507637197327,0.0203352236228
1468,1468,21.2215082613,0.0035064869824,-23.4431879271,0.004774954385,0.186433386114,0.0175056377081
1469,1469,26.4724549664,0.0005614736973,-27.4234127792,0.0008150367547,0.96991329995,0.01847744894
1470,1470,12.4958173469,0.0069676735581,-35.1389790946,0.0152030695476,0.239487569647,0.0550805314145
1471,1471,33.5174135535,0.0063052312544,-19.2572620988,0.0065991007768,0.145928577909,0.0222341990379
1472,1472,36.7733854418,0.0123695083447,-35.3992182985,0.0092205575166,0.216688909772,0.0439063088035
1473,1473,38.3209668399,0.0010641620211,-21.4058050833,0.00137685434,0.842610859697,0.0291356068266
1474,1474,36.7131495458,0.0035977555214,-19.0359990528,0.0043006316666,0.224072989521,0.0275130464596
1475,1475,27.6129478573,0.0044185854405,-9.41671716982,0.0043049845552,0.483270599927,0.0552559210396
1476,1476,32.2896488048,0.0049192726497,-23.8044670413,0.0059170819371,0.134257491087,0.019374477206
1477,1477,27.233644466,0.0031787840226,-31.8375881369,0.0041147970101,0.258262428255,0.0216174065824
1478,1478,21.1693217456,0.0090040234108,-20.8256108434,0.010439651794,0.0888508345052,0.0186721261589
1479,1479,23.3536779456,0.0038862318253,-30.7593795003,0.004984645625,0.167232134912,0.0193398897194
1480,1480,38.6063730883,0.0021236923119,-30.0666965882,0.0026417984497,0.515208972296,0.030062459548
1481,1481,37.2680244772,0.0044761818599,-35.0898850893,0.006681083855,0.264824901537,0.0451827824954
1482,1482,32.6031241919,0.0032139115297,-22.154840939,0.003537952304,0.216420333248,0.020676630745
1483,1483,42.5640528666,0.0019895802425,-22.3906148307,0.0021360401857,0.925446505875,0.0450704091623
1484,1484,32.7509101371,0.002111592158,-21.5843127128,0.0023489791889,0.0947471059953,0.0192110725911
1485,1485,23.7025608579,0.0068715599106,-31.5852796217,0.0080785414133,0.130400805353,0.0216457438239
1486,1486,17.2533700133,0.0005465255133,-23.0987164756,0.0007105686365,1.26597555523,0.0222533075886
1487,1487,27.5991046967,0.0034241051667,-22.313091816,0.0043565169367,0.186000683422,0.0169222306734
1488,1488,33.312935269,0.0028149186657,-23.5951666098,0.0034615343377,0.264880435331,0.0192608567985
1489,1489,34.2013879818,0.0063785097521,-18.3055122904,0.0076557437591,0.156006846788,0.0257453869447
1490,1490,38.6190224173,0.0010141653279,-24.2331662627,0.0011870016489,0.950318665501,0.0266792618092
1491,1491,27.7604736978,0.0051093497732,-11.6334213596,0.0058982662252,0.289234360737,0.0409174543432
1492,1492,21.3910480682,0.0048815511573,-15.1533900985,0.0057076284307,0.245232306426,0.0232436405167
1493,1493,15.4616875568,0.0020550600478,-23.8633331029,0.003320396347,0.308102930042,0.0231507971693
1494,1494,23.9430923285,0.0055759984694,-32.4838497377,0.0127738698186,0.13115549486,0.027791572254
1495,1495,20.0933192162,0.0040020056564,-17.545614047,0.0075039302179,0.238837959396,0.0312354233267
1496,1496,35.9845376682,0.0054439247387,-26.510783683,0.0048981438971,0.217111027305,0.0235880618838
1497,1497,35.6539672696,0.00655544966,-30.0525367938,0.007900461717,0.163336477644,0.0276293828204
1498,1498,29.6578205033,0.0014113551924,-27.8865593508,0.0018594658687,0.459248547794,0.0186296018382
1499,1499,36.7797651401,0.0064057243935,-28.829691495,0.0068414179153,0.14799861899,0.0269807493075
1500,1500,25.6296403599,0.0015072921141,-27.3214587077,0.0018976879122,0.406093452234,0.0182760089858
1501,1501,22.5036980385,0.0031066089634,-14.1334508553,0.0036049574932,0.327876740127,0.0301009586468
1502,1502,33.9330571868,0.000130078149,-13.0177259978,0.0001406155844,14.2625007269,0.0461905349226
1503,1503,41.5636070158,0.0011049978791,-24.5884734915,0.0014205315036,1.07296285718,0.0371028808067
1504,1504,31.9566416357,0.0042780109831,-20.7330740275,0.0090053350254,0.120121011613,0.0190169157974
1505,1505,15.6263997048,0.0054438547735,-27.8851870696,0.01000060245,0.199643099939,0.0231852333545
1506,1506,14.5761753222,0.0034986256469,-21.4513888841,0.0087389955093,0.145339670566,0.0205592252248
1507,1507,40.0857394441,0.0018617898102,-24.240512807,0.0020183487847,0.235255056233,0.0329201299155
1508,1508,33.3427124918,0.0002391848916,-34.1933564869,0.0003304944717,4.09764706182,0.0369478872398
