1.000000000000000000e+00,2.245362390790160134e+01,2.761291675599999908e-03,-1.123912360890649964e+01,5.071539860799999765e-03,4.345402785083000152e-01,3.296866247179999765e-02,7.040000000000000000e+02,1.091878614630401173e-01,4.020165024195813674e-01,1.000000000000000000e+00
2.000000000000000000e+00,3.566472132322680011e+01,9.699434422000000533e-04,-2.227639722315040061e+01,1.227989996800000040e-03,1.741910189098999917e-01,2.385210866309999886e-02,5.560000000000000000e+02,2.676410279478852461e-02,9.506634296600820211e-02,1.000000000000000000e+00
5.000000000000000000e+00,2.013477086256740023e+01,7.867129246000000367e-03,-1.878515973489280100e+01,6.906017788099999728e-03,1.699496557775000138e-01,2.196561734450000122e-02,2.390000000000000000e+03,6.092259992755089115e-02,3.047634110721688661e-01,1.000000000000000000e+00
7.000000000000000000e+00,3.400547270359280105e+01,3.246135009899999910e-03,-3.218664738612969956e+01,5.341039236700000428e-03,2.042692738544999997e-01,2.645391519210000056e-02,3.710000000000000000e+02,8.040288609215161253e-02,1.680010310620785874e-01,1.000000000000000000e+00
8.000000000000000000e+00,3.030437907700790134e+01,5.073517808900000411e-03,-3.455604889572929750e+01,4.570702047699999604e-03,2.651724381532999941e-01,2.809092537169999987e-02,3.309000000000000000e+03,2.239530306703989282e-02,2.246517042426294797e-01,1.000000000000000000e+00
1.100000000000000000e+01,2.826809883155269887e+01,3.394649095600000156e-03,-2.832062221261179857e+01,3.635059519200000214e-03,2.180575258743999989e-01,1.780471113669999939e-02,1.709000000000000000e+03,6.258773916964059658e-02,5.081348263071454596e-01,1.000000000000000000e+00
1.200000000000000000e+01,4.424717525615319857e+01,4.294578909599999772e-03,-2.503621873843789913e+01,4.246205831400000352e-03,4.901672345177000012e-01,6.585082408320000469e-02,3.792000000000000000e+03,3.616352983620878953e-02,3.186859761701413274e-01,1.000000000000000000e+00
1.400000000000000000e+01,2.081351411057169898e+01,4.103554653399999613e-03,-1.862797425920459915e+01,4.922156333999999980e-03,2.529122928690999972e-01,2.176717526270000036e-02,2.428000000000000000e+03,1.820981858076777329e-02,2.495996365391503491e-01,1.000000000000000000e+00
1.500000000000000000e+01,1.873655171452569945e+01,6.171835600000000286e-04,-3.438348471886600066e+01,1.125516301799999938e-03,1.329520768565700006e+00,3.368294433990000336e-02,2.121000000000000000e+03,6.523638001569626033e-02,1.989771894533200192e-01,1.000000000000000000e+00
1.600000000000000000e+01,1.258313999670319916e+01,8.977025470000000312e-03,-1.963217997217309829e+01,9.956149428400000445e-03,1.952815034154999907e-01,3.311714592829999998e-02,4.290000000000000000e+03,8.335857048653830259e-02,3.576158366511688058e-01,1.000000000000000000e+00
1.700000000000000000e+01,4.214384640639539725e+01,2.935831070399999923e-03,-1.462353799699629953e+01,3.903329967899999819e-03,6.495024891320000382e-01,6.872269856490000051e-02,1.707000000000000000e+03,7.756266180028868751e-02,2.306066881542243874e-01,1.000000000000000000e+00
1.900000000000000000e+01,2.483532470304119855e+01,4.761248620299999776e-03,-3.053710390362559934e+01,8.311470203000000112e-03,1.136491120297000029e-01,1.961470839819999881e-02,2.252000000000000000e+03,8.436726621198639697e-02,3.116898221089389187e-01,1.000000000000000000e+00
2.000000000000000000e+01,2.398457814118830100e+01,4.694280526099999830e-03,-2.588818967093889967e+01,5.682468120899999628e-03,1.385712322001000085e-01,1.694197354169999989e-02,3.925000000000000000e+03,7.411943932732104057e-02,1.821639853363411776e-01,1.000000000000000000e+00
2.100000000000000000e+01,3.252672131297489955e+01,4.769367057999999819e-03,-1.231135238059630055e+01,6.008895405400000236e-03,2.322825163111000013e-01,3.907204776999999990e-02,4.178000000000000000e+03,5.821149385653588693e-02,4.004224004182120322e-01,1.000000000000000000e+00
2.500000000000000000e+01,2.983905711146460149e+01,1.058875698499999948e-03,-1.401726570112110082e+01,1.281694698499999917e-03,9.893394453250999865e-01,2.762974365359999879e-02,1.517000000000000000e+03,1.149707477499808117e-01,2.920464418482195401e-01,1.000000000000000000e+00
2.600000000000000000e+01,2.773861359954689831e+01,7.989138854500000067e-03,-1.014001374027020042e+01,8.982134876700000048e-03,2.480549951901999950e-01,4.478033568550000149e-02,3.930000000000000000e+03,2.676503214230521385e-02,2.792851044889682055e-01,1.000000000000000000e+00
2.700000000000000000e+01,1.962269978629770151e+01,8.831216514999999483e-04,-1.357040341990069976e+01,1.047864234300000105e-03,1.436418169003800038e+00,3.284109982720000154e-02,2.162000000000000000e+03,9.217565276864927992e-02,1.980166005673887897e-01,1.000000000000000000e+00
2.800000000000000000e+01,3.767390647809749993e+01,3.928089442799999852e-03,-9.184328560375899286e+00,4.359500306799999995e-03,9.184540738783000258e-01,8.632193832800000299e-02,6.820000000000000000e+02,1.200289897760370011e-01,5.737587379165612900e-01,1.000000000000000000e+00
2.900000000000000000e+01,1.990340038428080049e+01,4.996168496999999799e-03,-2.926256460439509866e+01,6.538262827299999753e-03,1.558336494465999977e-01,2.309513397429999865e-02,2.762000000000000000e+03,3.451990495815495524e-02,2.083562411385954660e-01,1.000000000000000000e+00
